"id","Order_id","status","delivery_fee","delivery_time_left","Created_at","Updated_at"
6465734,3322,"delivered",0,-1.12,"2022-04-24 12:26:10","0000-00-00 00:00:00"
6465735,3323,"delivered",0,3.87,"2022-04-24 12:31:08","0000-00-00 00:00:00"
6465738,3326,"pending",0,505,"2022-04-24 13:15:54","0000-00-00 00:00:00"
6465739,3328,"delivered",0,-31.47,"2022-04-25 03:06:05","0000-00-00 00:00:00"
6465740,3328,"delivered",0,-31.47,"2022-04-25 03:06:06","0000-00-00 00:00:00"
6465746,3354,"delivered",0,-11.38,"2022-04-25 08:29:29","0000-00-00 00:00:00"
6465747,3354,"delivered",0,-11.38,"2022-04-25 08:29:29","0000-00-00 00:00:00"
6465748,3354,"delivered",0,-11.38,"2022-04-25 08:29:29","0000-00-00 00:00:00"
6465752,3370,"delivered",0,9.77,"2022-04-25 10:07:13","0000-00-00 00:00:00"
6465753,3393,"delivered",0,17.98,"2022-04-25 11:56:05","0000-00-00 00:00:00"
6465754,3404,"delivered",0,-8.38,"2022-04-25 12:31:30","0000-00-00 00:00:00"
6465755,3413,"delivered",0,-1.78,"2022-04-26 03:24:55","0000-00-00 00:00:00"
6465757,3436,"delivered",0,14.72,"2022-04-26 07:17:39","0000-00-00 00:00:00"
6465758,3459,"delivered",0,-49.82,"2022-04-26 11:37:34","0000-00-00 00:00:00"
6465759,3464,"delivered",0,-33.83,"2022-04-26 11:53:04","0000-00-00 00:00:00"
6465760,3465,"delivered",0,-32.83,"2022-04-26 11:54:25","0000-00-00 00:00:00"
6465761,3468,"delivered",0,15.17,"2022-04-26 12:42:53","0000-00-00 00:00:00"
6465762,3468,"delivered",0,15.17,"2022-04-26 12:42:53","0000-00-00 00:00:00"
6465763,3468,"delivered",0,15.17,"2022-04-26 12:42:53","0000-00-00 00:00:00"
6465764,3468,"delivered",0,15.17,"2022-04-26 12:42:53","0000-00-00 00:00:00"
6465765,3478,"delivered",0,12.38,"2022-04-27 03:10:57","0000-00-00 00:00:00"
6465766,3481,"delivered",0,10.02,"2022-04-27 03:48:20","0000-00-00 00:00:00"
6465767,3481,"delivered",0,10.02,"2022-04-27 03:48:20","0000-00-00 00:00:00"
6465768,3481,"delivered",0,10.02,"2022-04-27 03:48:20","0000-00-00 00:00:00"
6465769,3481,"delivered",0,10.02,"2022-04-27 03:48:20","0000-00-00 00:00:00"
6465774,3502,"delivered",0,-3.3,"2022-04-27 08:38:01","0000-00-00 00:00:00"
6465775,3507,"delivered",0,23.57,"2022-04-27 09:15:24","0000-00-00 00:00:00"
6465778,3529,"delivered",0,8.4,"2022-04-27 11:04:57","0000-00-00 00:00:00"
6465780,3532,"delivered",0,4.08,"2022-04-27 11:43:56","0000-00-00 00:00:00"
6465781,3537,"delivered",0,1.05,"2022-04-27 12:51:25","0000-00-00 00:00:00"
6465784,3544,"delivered",0,4.38,"2022-04-28 04:18:00","0000-00-00 00:00:00"
6465786,3548,"delivered",0,10.12,"2022-04-28 05:15:01","0000-00-00 00:00:00"
6465787,3548,"delivered",0,10.12,"2022-04-28 05:15:01","0000-00-00 00:00:00"
6465788,3549,"delivered",0,11.12,"2022-04-28 05:16:59","0000-00-00 00:00:00"
6465789,3558,"delivered",0,15.65,"2022-04-28 07:12:13","0000-00-00 00:00:00"
6465790,3571,"delivered",0,9.62,"2022-04-28 08:48:08","0000-00-00 00:00:00"
6465791,3576,"delivered",0,12.68,"2022-04-28 09:57:32","0000-00-00 00:00:00"
6465792,3577,"delivered",0,5.75,"2022-04-28 10:25:27","0000-00-00 00:00:00"
6465793,3582,"delivered",0,13.22,"2022-04-28 10:45:20","0000-00-00 00:00:00"
6465794,3583,"delivered",0,1.12,"2022-04-28 10:47:41","0000-00-00 00:00:00"
6465795,3588,"delivered",0,-9.78,"2022-04-28 11:11:11","0000-00-00 00:00:00"
6465796,3591,"delivered",0,23.18,"2022-04-28 11:21:59","0000-00-00 00:00:00"
6465797,3594,"delivered",0,-44.13,"2022-04-28 11:29:45","0000-00-00 00:00:00"
6465798,3605,"delivered",0,10.32,"2022-04-28 13:01:40","0000-00-00 00:00:00"
6465799,3606,"delivered",0,20.32,"2022-04-28 13:11:56","0000-00-00 00:00:00"
6465800,3606,"delivered",0,20.32,"2022-04-28 13:11:56","0000-00-00 00:00:00"
6465801,3606,"delivered",0,20.32,"2022-04-28 13:11:56","0000-00-00 00:00:00"
6465802,3606,"delivered",0,20.32,"2022-04-28 13:11:56","0000-00-00 00:00:00"
6465803,3606,"delivered",0,20.32,"2022-04-28 13:11:56","0000-00-00 00:00:00"
6465804,3611,"delivered",0,10.65,"2022-04-29 03:23:02","0000-00-00 00:00:00"
6465809,3616,"delivered",0,-0.35,"2022-04-29 04:48:35","0000-00-00 00:00:00"
6465810,3623,"delivered",0,-11.42,"2022-04-29 06:02:12","0000-00-00 00:00:00"
6465811,3625,"delivered",0,6.47,"2022-04-29 06:38:30","0000-00-00 00:00:00"
6465812,3629,"delivered",0,-3.58,"2022-04-29 06:59:43","0000-00-00 00:00:00"
6465813,3631,"delivered",0,22.77,"2022-04-29 07:18:37","0000-00-00 00:00:00"
6465814,3631,"delivered",0,22.77,"2022-04-29 07:18:37","0000-00-00 00:00:00"
6465815,3631,"delivered",0,22.77,"2022-04-29 07:18:37","0000-00-00 00:00:00"
6465816,3631,"delivered",0,22.77,"2022-04-29 07:18:37","0000-00-00 00:00:00"
6465817,3631,"delivered",0,22.77,"2022-04-29 07:18:37","0000-00-00 00:00:00"
6465818,3631,"delivered",0,22.77,"2022-04-29 07:18:37","0000-00-00 00:00:00"
6465828,3655,"delivered",0,13.52,"2022-04-29 12:11:33","0000-00-00 00:00:00"
6465829,3672,"delivered",0,6.27,"2022-04-29 12:44:16","0000-00-00 00:00:00"
6465830,3674,"delivered",0,17.57,"2022-04-29 13:04:33","0000-00-00 00:00:00"
6465831,3681,"delivered",0,13.37,"2022-04-30 03:27:19","0000-00-00 00:00:00"
6465832,3682,"delivered",0,23.37,"2022-04-30 03:37:08","0000-00-00 00:00:00"
6465833,3682,"delivered",0,23.37,"2022-04-30 03:37:08","0000-00-00 00:00:00"
6465834,3686,"delivered",0,4.33,"2022-04-30 05:16:16","0000-00-00 00:00:00"
6465835,3687,"delivered",0,13.53,"2022-04-30 05:41:07","0000-00-00 00:00:00"
6465836,3687,"delivered",0,13.53,"2022-04-30 05:41:07","0000-00-00 00:00:00"
6465837,3687,"delivered",0,13.53,"2022-04-30 05:41:07","0000-00-00 00:00:00"
6465838,3687,"delivered",0,13.53,"2022-04-30 05:41:07","0000-00-00 00:00:00"
6465842,3712,"delivered",0,9.73,"2022-04-30 10:46:45","0000-00-00 00:00:00"
6465843,3732,"delivered",0,-9.97,"2022-04-30 12:04:29","0000-00-00 00:00:00"
6465844,3732,"delivered",0,-9.97,"2022-04-30 12:04:29","0000-00-00 00:00:00"
6465845,3732,"delivered",0,-9.97,"2022-04-30 12:04:29","0000-00-00 00:00:00"
6465846,3732,"delivered",0,-9.97,"2022-04-30 12:04:29","0000-00-00 00:00:00"
6465847,3732,"delivered",0,-9.97,"2022-04-30 12:04:29","0000-00-00 00:00:00"
6465848,3732,"delivered",0,-9.97,"2022-04-30 12:04:29","0000-00-00 00:00:00"
6465849,3732,"delivered",0,-9.97,"2022-04-30 12:04:29","0000-00-00 00:00:00"
6465850,3776,"delivered",0,9.78,"2022-05-01 08:15:04","0000-00-00 00:00:00"
6465851,3776,"delivered",0,9.78,"2022-05-01 08:15:04","0000-00-00 00:00:00"
6465853,3846,"delivered",0,-1.47,"2022-05-02 08:30:50","0000-00-00 00:00:00"
6465854,3846,"delivered",0,-1.47,"2022-05-02 08:30:50","0000-00-00 00:00:00"
6465855,3869,"delivered",0,-2.58,"2022-05-02 10:35:48","0000-00-00 00:00:00"
6465856,3870,"delivered",0,-19.55,"2022-05-02 10:41:43","0000-00-00 00:00:00"
6465861,3899,"delivered",0,-14.28,"2022-05-03 03:17:26","0000-00-00 00:00:00"
6465862,3900,"delivered",0,-54.97,"2022-05-03 05:12:38","0000-00-00 00:00:00"
6465863,3900,"delivered",0,-54.97,"2022-05-03 05:12:39","0000-00-00 00:00:00"
6465865,3904,"delivered",0,-28.1,"2022-05-03 07:43:37","0000-00-00 00:00:00"
6465866,3904,"delivered",0,-28.1,"2022-05-03 07:43:37","0000-00-00 00:00:00"
6465867,3905,"delivered",0,23.23,"2022-05-03 08:51:04","0000-00-00 00:00:00"
6465868,3940,"delivered",0,22.45,"2022-05-03 12:22:47","0000-00-00 00:00:00"
6465869,3940,"delivered",0,22.45,"2022-05-03 12:22:47","0000-00-00 00:00:00"
6465870,3941,"delivered",0,16.58,"2022-05-03 12:29:23","0000-00-00 00:00:00"
6465871,3970,"delivered",0,15.7,"2022-05-04 03:12:15","0000-00-00 00:00:00"
6465872,3973,"delivered",0,1.6,"2022-05-04 05:23:54","0000-00-00 00:00:00"
6465873,3973,"delivered",0,1.6,"2022-05-04 05:23:54","0000-00-00 00:00:00"
6465874,3973,"delivered",0,1.6,"2022-05-04 05:23:54","0000-00-00 00:00:00"
6465875,3973,"delivered",0,1.6,"2022-05-04 05:23:54","0000-00-00 00:00:00"
6465876,3977,"delivered",0,11.53,"2022-05-04 06:02:08","0000-00-00 00:00:00"
6465877,3977,"delivered",0,11.53,"2022-05-04 06:02:08","0000-00-00 00:00:00"
6465878,3977,"delivered",0,11.53,"2022-05-04 06:02:08","0000-00-00 00:00:00"
6465879,3989,"delivered",0,-70.73,"2022-05-04 09:22:47","0000-00-00 00:00:00"
6465880,3990,"delivered",0,-69.73,"2022-05-04 09:23:38","0000-00-00 00:00:00"
6465881,3992,"delivered",0,15.27,"2022-05-04 10:48:25","0000-00-00 00:00:00"
6465882,3994,"delivered",0,7.92,"2022-05-04 10:59:14","0000-00-00 00:00:00"
6465885,4000,"delivered",0,20.7,"2022-05-04 12:42:26","0000-00-00 00:00:00"
6465886,4000,"delivered",0,20.7,"2022-05-04 12:42:26","0000-00-00 00:00:00"
6465887,4000,"delivered",0,20.7,"2022-05-04 12:42:26","0000-00-00 00:00:00"
6465888,4039,"delivered",0,14.25,"2022-05-05 03:06:46","0000-00-00 00:00:00"
6465889,4044,"delivered",0,0.3,"2022-05-05 04:48:18","0000-00-00 00:00:00"
6465890,4049,"delivered",0,-8.58,"2022-05-05 05:10:59","0000-00-00 00:00:00"
6465896,4060,"delivered",0,-2.92,"2022-05-05 06:57:43","0000-00-00 00:00:00"
6465897,4060,"delivered",0,-2.92,"2022-05-05 06:57:43","0000-00-00 00:00:00"
6465898,4060,"delivered",0,-2.92,"2022-05-05 06:57:43","0000-00-00 00:00:00"
6465899,4060,"delivered",0,-2.92,"2022-05-05 06:57:43","0000-00-00 00:00:00"
6465900,4060,"delivered",0,-2.92,"2022-05-05 06:57:43","0000-00-00 00:00:00"
6465901,4069,"delivered",0,-0.18,"2022-05-05 09:37:02","0000-00-00 00:00:00"
6465902,4070,"delivered",0,22.82,"2022-05-05 10:00:38","0000-00-00 00:00:00"
6465903,4075,"delivered",0,7.8,"2022-05-05 11:05:41","0000-00-00 00:00:00"
6465904,4075,"delivered",0,7.8,"2022-05-05 11:05:41","0000-00-00 00:00:00"
6465905,4075,"delivered",0,7.8,"2022-05-05 11:05:41","0000-00-00 00:00:00"
6465906,4076,"delivered",0,-7.75,"2022-05-05 11:18:37","0000-00-00 00:00:00"
6465907,4078,"delivered",0,-2.75,"2022-05-05 11:23:22","0000-00-00 00:00:00"
6465908,4078,"delivered",0,-2.75,"2022-05-05 11:23:22","0000-00-00 00:00:00"
6465909,4098,"delivered",0,-29.33,"2022-05-06 03:36:28","0000-00-00 00:00:00"
6465910,4098,"delivered",0,-29.33,"2022-05-06 03:36:28","0000-00-00 00:00:00"
6465911,4102,"delivered",0,13.48,"2022-05-06 04:36:05","0000-00-00 00:00:00"
6465912,4102,"delivered",0,13.48,"2022-05-06 04:36:05","0000-00-00 00:00:00"
6465913,4102,"delivered",0,13.48,"2022-05-06 04:36:05","0000-00-00 00:00:00"
6465914,4103,"delivered",0,21.48,"2022-05-06 04:44:42","0000-00-00 00:00:00"
6465915,4110,"delivered",0,1.17,"2022-05-06 06:53:00","0000-00-00 00:00:00"
6465916,4110,"delivered",0,1.17,"2022-05-06 06:53:00","0000-00-00 00:00:00"
6465917,4111,"delivered",0,24.1,"2022-05-06 07:17:46","0000-00-00 00:00:00"
6465918,4134,"delivered",0,-65.45,"2022-05-06 08:54:14","0000-00-00 00:00:00"
6465919,4140,"delivered",0,15.18,"2022-05-06 10:35:25","0000-00-00 00:00:00"
6465920,4140,"delivered",0,15.18,"2022-05-06 10:35:25","0000-00-00 00:00:00"
6465921,4140,"delivered",0,15.18,"2022-05-06 10:35:25","0000-00-00 00:00:00"
6465922,4160,"delivered",0,10.43,"2022-05-06 12:40:13","0000-00-00 00:00:00"
6465923,4160,"delivered",0,10.43,"2022-05-06 12:40:13","0000-00-00 00:00:00"
6465924,4162,"pending",0,505,"2022-05-06 12:44:02","0000-00-00 00:00:00"
6465925,4162,"pending",0,505,"2022-05-06 12:44:02","0000-00-00 00:00:00"
6465926,4162,"pending",0,505,"2022-05-06 12:44:02","0000-00-00 00:00:00"
6465929,4166,"delivered",0,3.48,"2022-05-07 07:54:07","0000-00-00 00:00:00"
6465930,4167,"delivered",0,11.58,"2022-05-07 08:15:31","0000-00-00 00:00:00"
6465931,4168,"delivered",0,20.87,"2022-05-07 08:41:29","0000-00-00 00:00:00"
6465932,4171,"delivered",0,21.95,"2022-05-07 08:51:51","0000-00-00 00:00:00"
6465933,4174,"delivered",0,7.32,"2022-05-07 09:01:11","0000-00-00 00:00:00"
6465934,4176,"delivered",0,12.97,"2022-05-07 09:30:52","0000-00-00 00:00:00"
6465935,4209,"delivered",0,13.62,"2022-05-07 11:50:33","0000-00-00 00:00:00"
6465936,4211,"delivered",0,-26.42,"2022-05-07 12:01:42","0000-00-00 00:00:00"
6465937,4213,"delivered",0,-8.42,"2022-05-07 12:18:46","0000-00-00 00:00:00"
6465938,4215,"delivered",0,23.88,"2022-05-07 12:59:08","0000-00-00 00:00:00"
6465939,4216,"delivered",0,-45.35,"2022-05-07 13:01:26","0000-00-00 00:00:00"
6465940,4218,"delivered",0,-37.35,"2022-05-07 13:09:31","0000-00-00 00:00:00"
6465941,4218,"delivered",0,-37.35,"2022-05-07 13:09:31","0000-00-00 00:00:00"
6465942,4218,"delivered",0,-37.35,"2022-05-07 13:09:31","0000-00-00 00:00:00"
6465943,4218,"delivered",0,-37.35,"2022-05-07 13:09:31","0000-00-00 00:00:00"
6465944,4220,"delivered",0,-21.35,"2022-05-07 13:25:22","0000-00-00 00:00:00"
6465945,4220,"delivered",0,-21.35,"2022-05-07 13:25:22","0000-00-00 00:00:00"
6465949,4241,"delivered",0,18.25,"2022-05-08 09:53:34","0000-00-00 00:00:00"
6465950,4249,"delivered",0,14.08,"2022-05-08 10:18:58","0000-00-00 00:00:00"
6465955,4283,"delivered",0,-21.2,"2022-05-08 12:12:56","0000-00-00 00:00:00"
6465956,4283,"delivered",0,-21.2,"2022-05-08 12:12:56","0000-00-00 00:00:00"
6465957,4283,"delivered",0,-21.2,"2022-05-08 12:12:56","0000-00-00 00:00:00"
6465958,4288,"delivered",0,-10.2,"2022-05-08 12:23:27","0000-00-00 00:00:00"
6465959,4292,"delivered",0,8.12,"2022-05-08 13:33:04","0000-00-00 00:00:00"
6465969,4306,"delivered",0,-0.15,"2022-05-09 05:32:31","0000-00-00 00:00:00"
6465970,4306,"delivered",0,-0.15,"2022-05-09 05:32:31","0000-00-00 00:00:00"
6465973,4315,"delivered",0,-14.48,"2022-05-09 07:39:37","0000-00-00 00:00:00"
6465974,4321,"delivered",0,11.17,"2022-05-09 08:50:32","0000-00-00 00:00:00"
6465975,4322,"delivered",0,23.63,"2022-05-09 09:37:11","0000-00-00 00:00:00"
6465976,4323,"delivered",0,3.47,"2022-05-09 09:46:16","0000-00-00 00:00:00"
6465977,4324,"delivered",0,8.88,"2022-05-09 10:08:34","0000-00-00 00:00:00"
6465978,4325,"delivered",0,20.42,"2022-05-09 11:04:56","0000-00-00 00:00:00"
6465979,4326,"delivered",0,3.8,"2022-05-09 11:06:30","0000-00-00 00:00:00"
6465983,4371,"delivered",0,-5.2,"2022-05-10 08:52:55","0000-00-00 00:00:00"
6465984,4371,"delivered",0,-5.2,"2022-05-10 08:52:55","0000-00-00 00:00:00"
6465985,4394,"delivered",0,3.38,"2022-05-10 10:03:23","0000-00-00 00:00:00"
6465986,4394,"delivered",0,3.38,"2022-05-10 10:03:23","0000-00-00 00:00:00"
6465987,4395,"delivered",0,4.38,"2022-05-10 10:04:51","0000-00-00 00:00:00"
6465988,4397,"delivered",0,18.38,"2022-05-10 10:18:11","0000-00-00 00:00:00"
6465989,4401,"delivered",0,9.33,"2022-05-10 11:38:51","0000-00-00 00:00:00"
6465990,4413,"delivered",0,21.58,"2022-05-10 12:25:09","0000-00-00 00:00:00"
6465991,4417,"pending",0,505,"2022-05-10 12:31:27","0000-00-00 00:00:00"
6465992,4418,"pending",0,505,"2022-05-10 12:47:53","0000-00-00 00:00:00"
6465993,4419,"pending",0,505,"2022-05-10 12:56:02","0000-00-00 00:00:00"
6465994,4419,"pending",0,505,"2022-05-10 12:56:02","0000-00-00 00:00:00"
6465995,4420,"pending",0,505,"2022-05-10 12:59:56","0000-00-00 00:00:00"
6465996,4421,"delivered",0,-120.38,"2022-05-11 02:41:14","0000-00-00 00:00:00"
6465997,4422,"delivered",0,-114.38,"2022-05-11 02:47:44","0000-00-00 00:00:00"
6465998,4423,"delivered",0,-111.38,"2022-05-11 02:50:54","0000-00-00 00:00:00"
6465999,4424,"delivered",0,-9.62,"2022-05-11 05:09:05","0000-00-00 00:00:00"
6466000,4425,"delivered",0,-68.27,"2022-05-11 05:44:23","0000-00-00 00:00:00"
6466001,4428,"delivered",0,-15.27,"2022-05-11 06:37:39","0000-00-00 00:00:00"
6466002,4430,"delivered",0,-89.77,"2022-05-11 07:32:39","0000-00-00 00:00:00"
6466003,4431,"delivered",0,-43.97,"2022-05-11 09:30:09","0000-00-00 00:00:00"
6466004,4431,"delivered",0,-43.97,"2022-05-11 09:30:10","0000-00-00 00:00:00"
6466005,4431,"delivered",0,-43.97,"2022-05-11 09:30:10","0000-00-00 00:00:00"
6466006,4431,"delivered",0,-43.97,"2022-05-11 09:30:10","0000-00-00 00:00:00"
6466007,4433,"delivered",0,-23.97,"2022-05-11 09:50:07","0000-00-00 00:00:00"
6466008,4469,"delivered",0,-34.08,"2022-05-11 11:35:41","0000-00-00 00:00:00"
6466009,4471,"delivered",0,23.45,"2022-05-11 11:49:01","0000-00-00 00:00:00"
6466012,4473,"delivered",0,-2.1,"2022-05-11 12:07:05","0000-00-00 00:00:00"
6466013,4474,"delivered",0,10.9,"2022-05-11 12:20:41","0000-00-00 00:00:00"
6466014,4477,"delivered",0,22.9,"2022-05-11 12:32:42","0000-00-00 00:00:00"
6466015,4478,"delivered",0,23.9,"2022-05-11 12:33:13","0000-00-00 00:00:00"
6466016,4488,"delivered",0,-9.85,"2022-05-12 04:20:59","0000-00-00 00:00:00"
6466017,4488,"delivered",0,-9.85,"2022-05-12 04:20:59","0000-00-00 00:00:00"
6466018,4502,"delivered",0,-47.08,"2022-05-12 06:21:37","0000-00-00 00:00:00"
6466022,4541,"delivered",0,-21.68,"2022-05-12 10:46:45","0000-00-00 00:00:00"
6466023,4542,"delivered",0,-18.68,"2022-05-12 10:49:30","0000-00-00 00:00:00"
6466024,4543,"delivered",0,-9.68,"2022-05-12 10:58:35","0000-00-00 00:00:00"
6466025,4545,"delivered",0,-27.87,"2022-05-12 11:26:07","0000-00-00 00:00:00"
6466026,4553,"delivered",0,10.13,"2022-05-12 12:04:19","0000-00-00 00:00:00"
6466031,4555,"delivered",0,20.13,"2022-05-12 12:14:12","0000-00-00 00:00:00"
6466032,4560,"pending",0,505,"2022-05-12 13:01:02","0000-00-00 00:00:00"
6466033,4561,"delivered",0,-40.15,"2022-05-13 02:55:48","0000-00-00 00:00:00"
6466034,4563,"delivered",0,10.9,"2022-05-13 03:55:18","0000-00-00 00:00:00"
6466035,4563,"delivered",0,10.9,"2022-05-13 03:55:18","0000-00-00 00:00:00"
6466036,4580,"delivered",0,-14.88,"2022-05-13 07:24:06","0000-00-00 00:00:00"
6466037,4598,"delivered",0,6.2,"2022-05-13 09:13:32","0000-00-00 00:00:00"
6466040,4612,"delivered",0,-13.6,"2022-05-13 11:04:36","0000-00-00 00:00:00"
6466041,4612,"delivered",0,-13.6,"2022-05-13 11:04:36","0000-00-00 00:00:00"
